Protein name,UniProt ID,Protein abbreviation,Super pathway,Sub pathway,Metabolite,HMDB,KEGG,Beta m1,SE m1,Nominal p-value m1,Beta m2,SE m2,Nominal p-value m2
Interleukin-1 receptor-like 1,Q01638,IL1RL1,Nucleotide,"Pyrimidine Metabolism, Uracil containing",beta-alanine,HMDB0000056,C00099,-0.0429,0.0409,0.293985119147534,-0.0518,0.0428,0.226410817126032
Interleukin-1 receptor-like 1,Q01638,IL1RL1,Nucleotide,"Pyrimidine Metabolism, Uracil containing",N-acetyl-beta-alanine,HMDB0061880,C01073,-0.0317,0.0404,0.433095609499631,-0.0322,0.0405,0.426812618991798
Interleukin-1 receptor-like 1,Q01638,IL1RL1,Nucleotide,"Pyrimidine Metabolism, Uracil containing",pseudouridine,HMDB0000767,C02067,0.0501,0.04,0.210953467477379,0.0505,0.0401,0.20763796230796
Interleukin-1 receptor-like 1,Q01638,IL1RL1,Nucleotide,"Pyrimidine Metabolism, Uracil containing",uracil,HMDB0000300,C00106,-0.043,0.0418,0.303975515145403,-0.0418,0.0422,0.322318638801754
Interleukin-1 receptor-like 1,Q01638,IL1RL1,Nucleotide,"Pyrimidine Metabolism, Uracil containing",uridine,HMDB0000296,C00299,-0.0163,0.041,0.690099401333033,-0.017,0.041,0.678285994923848
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Energy,Oxidative Phosphorylation,phosphate,HMDB0001429,C00009,0.0109,0.0472,0.817440267581275,0.0302,0.0475,0.525303968348602
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Energy,TCA Cycle,aconitate [cis or trans],"HMDB0000958,HMDB000072","C004174,C02341",0.0799,0.0449,0.0749450726559533,0.0553,0.0462,0.231078756725391
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Energy,TCA Cycle,alpha-ketoglutarate,HMDB0000208,C00026,0.0827,0.0452,0.0672610737218702,0.061,0.0461,0.18595584575214
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Energy,TCA Cycle,citraconate/glutaconate,"HMDB0000634,HMDB0000620","C02226,C02214",-0.063,0.0448,0.15974400610102,-0.0537,0.0448,0.230642751169184
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Energy,TCA Cycle,citrate,HMDB0000094,C00158,0.0936,0.0451,0.0379563343571305,0.0904,0.0449,0.0440969444630632
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Energy,TCA Cycle,fumarate,HMDB0000134,C00122,0.0453,0.045,0.313701587142267,0.0399,0.0448,0.373857369226475
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Energy,TCA Cycle,malate,"HMDB0031518,HMDB0000156,HMDB0000744","C00149,C00711,C00497",0.0461,0.045,0.305768187740884,0.0441,0.0448,0.32419852344221
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Energy,TCA Cycle,succinate,HMDB0000254,C00042,0.0219,0.0449,0.625732653928816,0.0188,0.0447,0.673961303186081
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Energy,TCA Cycle,succinylcarnitine (C4-DC),HMDB0061717,Not available,0.0433,0.0478,0.365800195090931,0.0227,0.0484,0.638498299437482
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",allantoin,HMDB0000462,"C02348,C01551,C02350",0.0388,0.0453,0.391179853664847,0.0351,0.0451,0.436540284140231
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",hypoxanthine,HMDB0000157,C00262,0.009,0.0456,0.843589187790014,0.0117,0.0453,0.795916801088175
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",inosine,HMDB0000195,C00294,-0.0267,0.0461,0.562589497246141,-0.0195,0.0459,0.670679464513472
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",N1-methylinosine,HMDB0002721,Not available,0.0011,0.0456,0.980033381867519,-0.0283,0.0467,0.544276711147584
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",urate,HMDB0000289,C00366,0.0925,0.0552,0.0934694319684244,0.055,0.0578,0.341469933451408
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",xanthine,HMDB0000292,C00385,0.1256,0.0456,0.00584580056574025,0.1036,0.0469,0.0270891080322084
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",xanthosine,HMDB0000299,C01762,0.0713,0.0486,0.142807964513789,0.0634,0.0485,0.19133769798444
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Nucleotide,"Purine Metabolism, Adenine containing",adenine,HMDB0000034,C00147,0.1086,0.0507,0.0320931836939817,0.1023,0.0505,0.0427054495961656
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Nucleotide,"Purine Metabolism, Adenine containing","adenosine 3',5'-cyclic monophosphate (cAMP)",HMDB0000058,C00575,0.0596,0.0476,0.210464275701515,0.0654,0.0474,0.167005150910464
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Nucleotide,"Purine Metabolism, Adenine containing",adenosine 5'-monophosphate (AMP),HMDB0000045,C00020,-0.049,0.0459,0.285255787039746,-0.0428,0.0457,0.349504553330362
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Nucleotide,"Purine Metabolism, Adenine containing",N1-methyladenosine,HMDB0003331,C02494,0.1039,0.045,0.0210322919938484,0.0861,0.0456,0.0590636268116733
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Nucleotide,"Purine Metabolism, Adenine containing",N6-carbamoylthreonyladenosine,HMDB0041623,Not available,0.0777,0.0455,0.0872654614454953,0.0615,0.0458,0.179394188586527
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Nucleotide,"Purine Metabolism, Adenine containing",N6-methyladenosine,HMDB0004044,Not available,0.1014,0.0458,0.0267220509844841,0.0947,0.0456,0.037912395164533
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Nucleotide,"Purine Metabolism, Adenine containing",N6-succinyladenosine,HMDB0000912,Not available,0.1035,0.0487,0.0334039303653568,0.1109,0.0485,0.0221326709307772
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Nucleotide,"Purine Metabolism, Guanine containing",7-methylguanine,HMDB0000897,C02242,0.0512,0.0455,0.260152670198165,0.033,0.0459,0.472247760175022
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Nucleotide,"Purine Metabolism, Guanine containing","N2,N2-dimethylguanosine",HMDB0004824,Not available,0.0767,0.0448,0.0870157721703833,0.0533,0.0459,0.245481244313531
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",2'-O-methylcytidine,Not available,Not available,-0.0194,0.045,0.666279155698968,-0.0094,0.0449,0.835126163356789
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",3-methylcytidine,HMDB0240577,Not available,-0.0085,0.0478,0.858693435019679,-0.009,0.0475,0.849904649397374
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",cytidine,HMDB0000089,C00475,0.0496,0.0477,0.299252008204782,0.0596,0.0476,0.210900441230275
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",cytosine,HMDB0000630,C00380,-0.1599,0.0456,0.000450124268616126,-0.1519,0.0455,0.00084925388188184
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",N4-acetylcytidine,HMDB0005923,Not available,0.1163,0.0451,0.00983451667648971,0.1084,0.045,0.0160054558848177
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Nucleotide,"Pyrimidine Metabolism, Orotate containing",dihydroorotate,HMDB03349,C00337,0.0882,0.0471,0.0610055274400829,0.0692,0.0477,0.146313149883033
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Nucleotide,"Pyrimidine Metabolism, Orotate containing",orotate,HMDB0000226,C00295,0.0374,0.0449,0.404830582595255,0.0304,0.0448,0.49747123092675
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Nucleotide,"Pyrimidine Metabolism, Orotate containing",orotidine,HMDB0000788,Not available,0.0822,0.048,0.0868500172835132,0.0635,0.0486,0.191232108511922
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Nucleotide,"Pyrimidine Metabolism, Thymine containing",3-aminoisobutyrate,HMDB0002166,C05145,-0.1171,0.0449,0.00908407993385185,-0.1169,0.0446,0.00883452637862692
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Nucleotide,"Pyrimidine Metabolism, Thymine containing","5,6-dihydrothymine",HMDB0000079,C00906,0.0624,0.0452,0.167887375179964,0.0391,0.0462,0.396961406655568
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Nucleotide,"Pyrimidine Metabolism, Uracil containing",2'-deoxyuridine,HMDB0000012,C00526,0.0543,0.0458,0.235977388539683,0.0545,0.0456,0.231782870852433
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Nucleotide,"Pyrimidine Metabolism, Uracil containing",2'-O-methyluridine,Not available,Not available,-0.0266,0.0454,0.558144515527455,-0.0235,0.0452,0.60242623702883
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Nucleotide,"Pyrimidine Metabolism, Uracil containing",3-(3-amino-3-carboxypropyl)uridine*,Not available,Not available,0.1319,0.0459,0.00408379529321468,0.1179,0.0462,0.0107177830725511
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Nucleotide,"Pyrimidine Metabolism, Uracil containing",3-ureidopropionate,HMDB0000026,C02642,-0.0993,0.0459,0.0306818139147766,-0.0909,0.0459,0.0474592405196388
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Nucleotide,"Pyrimidine Metabolism, Uracil containing",5-methyluridine (ribothymidine),HMDB0000884,Not available,0.0922,0.0459,0.0445962095404888,0.109,0.046,0.0177707032208547
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Nucleotide,"Pyrimidine Metabolism, Uracil containing","5,6-dihydrouracil",HMDB0000076,C00429,0.1104,0.0448,0.0137117249564662,0.0928,0.0454,0.0409219526036029
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Nucleotide,"Pyrimidine Metabolism, Uracil containing","5,6-dihydrouridine",HMDB0000497,Not available,0.1151,0.0447,0.0100677614205698,0.1088,0.0446,0.0147363821333848
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Nucleotide,"Pyrimidine Metabolism, Uracil containing",beta-alanine,HMDB0000056,C00099,0.0864,0.046,0.0606009075963343,0.0574,0.048,0.231594299850007
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Nucleotide,"Pyrimidine Metabolism, Uracil containing",N-acetyl-beta-alanine,HMDB0061880,C01073,-0.0478,0.0456,0.295266041068125,-0.0513,0.0454,0.258772116890921
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Nucleotide,"Pyrimidine Metabolism, Uracil containing",pseudouridine,HMDB0000767,C02067,0.0943,0.045,0.0362991113379336,0.0974,0.0448,0.0297231018393882
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Nucleotide,"Pyrimidine Metabolism, Uracil containing",uracil,HMDB0000300,C00106,-0.0235,0.0472,0.61924454455657,-0.0091,0.0474,0.847669466577448
Interleukin-1 receptor-like 2,Q9HB29,IL1RL2,Nucleotide,"Pyrimidine Metabolism, Uracil containing",uridine,HMDB0000296,C00299,0.0565,0.0462,0.221425671752137,0.0515,0.046,0.262984631024917
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Energy,Oxidative Phosphorylation,phosphate,HMDB0001429,C00009,-0.1033,0.0469,0.0274493723599074,-0.0029,0.0411,0.943316091837992
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Energy,TCA Cycle,aconitate [cis or trans],"HMDB0000958,HMDB000072","C004174,C02341",0.3445,0.0422,2.220446e-16,0.2316,0.0396,4.77094275197487e-09
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Energy,TCA Cycle,alpha-ketoglutarate,HMDB0000208,C00026,0.2598,0.0434,2.09981476650967e-09,0.1363,0.0394,0.000536049938349992
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Energy,TCA Cycle,citraconate/glutaconate,"HMDB0000634,HMDB0000620","C02226,C02214",-0.0413,0.0449,0.357711115599356,0.0037,0.0393,0.925459166940603
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Energy,TCA Cycle,citrate,HMDB0000094,C00158,0.1137,0.0449,0.011434650054851,0.105,0.0388,0.00683073029295933
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Energy,TCA Cycle,fumarate,HMDB0000134,C00122,0.0578,0.0449,0.198049250693723,0.0449,0.0391,0.250828362806578
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Energy,TCA Cycle,malate,"HMDB0031518,HMDB0000156,HMDB0000744","C00149,C00711,C00497",0.0723,0.0448,0.106947802463517,0.0755,0.039,0.0526581861587172
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Energy,TCA Cycle,succinate,HMDB0000254,C00042,0.1165,0.0448,0.00933181513638592,0.1014,0.0393,0.00989871493538819
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Energy,TCA Cycle,succinylcarnitine (C4-DC),HMDB0061717,Not available,0.2838,0.0458,5.5889626260353e-10,0.1802,0.0423,2.05348724757748e-05
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",allantoin,HMDB0000462,"C02348,C01551,C02350",0.0199,0.0455,0.662049765018586,0,0.0393,0.999393887108364
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",hypoxanthine,HMDB0000157,C00262,0.0582,0.0454,0.19969962781425,0.0509,0.039,0.191090712600189
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",inosine,HMDB0000195,C00294,0.0851,0.046,0.0641669238943217,0.1056,0.0397,0.00776925375589599
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",N1-methylinosine,HMDB0002721,Not available,0.2531,0.0442,1.02316464190011e-08,0.1381,0.0426,0.00119161920082833
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",urate,HMDB0000289,C00366,0.2924,0.0539,5.82240924362765e-08,0.1044,0.0527,0.047775610735219
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",xanthine,HMDB0000292,C00385,0.3094,0.0431,7.125411372e-13,0.1719,0.0401,1.81712968243541e-05
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",xanthosine,HMDB0000299,C01762,0.1342,0.0485,0.00562053007410923,0.0909,0.0441,0.0394536909039305
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Nucleotide,"Purine Metabolism, Adenine containing",adenine,HMDB0000034,C00147,0.1531,0.0505,0.0024104492493715,0.1089,0.0441,0.0134737114269778
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Nucleotide,"Purine Metabolism, Adenine containing","adenosine 3',5'-cyclic monophosphate (cAMP)",HMDB0000058,C00575,0.0284,0.0479,0.552739337936704,0.0531,0.0425,0.210970448154751
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Nucleotide,"Purine Metabolism, Adenine containing",adenosine 5'-monophosphate (AMP),HMDB0000045,C00020,0.1324,0.0448,0.0031457359865994,0.1467,0.0382,0.000125425020542469
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Nucleotide,"Purine Metabolism, Adenine containing",N1-methyladenosine,HMDB0003331,C02494,0.2767,0.0436,2.2022139667399e-10,0.1953,0.0407,1.59490375017946e-06
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Nucleotide,"Purine Metabolism, Adenine containing",N6-carbamoylthreonyladenosine,HMDB0041623,Not available,0.2704,0.0439,7.0083649994501e-10,0.2268,0.0441,2.67442585855093e-07
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Nucleotide,"Purine Metabolism, Adenine containing",N6-methyladenosine,HMDB0004044,Not available,0.1052,0.046,0.0220364049540018,0.0715,0.0404,0.0768052122687628
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Nucleotide,"Purine Metabolism, Adenine containing",N6-succinyladenosine,HMDB0000912,Not available,0.1011,0.0488,0.0384740912265655,0.1405,0.0441,0.00144291254968776
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Nucleotide,"Purine Metabolism, Guanine containing",7-methylguanine,HMDB0000897,C02242,0.2528,0.0438,7.83030840167953e-09,0.1699,0.0409,3.33313444087491e-05
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Nucleotide,"Purine Metabolism, Guanine containing","N2,N2-dimethylguanosine",HMDB0004824,Not available,0.3207,0.0427,5.617728505e-14,0.2413,0.0425,1.32603494851225e-08
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",2'-O-methylcytidine,Not available,Not available,-0.0532,0.0449,0.235647373379379,0.0063,0.0391,0.872994735285519
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",3-methylcytidine,HMDB0240577,Not available,0.1155,0.0474,0.0148269686016005,0.1182,0.0405,0.00355103177926241
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",cytidine,HMDB0000089,C00475,-0.0875,0.0474,0.0651224243733584,-0.0444,0.0413,0.282149575916082
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",cytosine,HMDB0000630,C00380,-0.0738,0.0458,0.107615446519295,-0.0133,0.0397,0.737821702806238
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",N4-acetylcytidine,HMDB0005923,Not available,0.1401,0.0448,0.00177475302690833,0.0838,0.0402,0.0371777431437041
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Nucleotide,"Pyrimidine Metabolism, Orotate containing",dihydroorotate,HMDB03349,C00337,0.1993,0.0462,1.57297058998029e-05,0.094,0.041,0.0219031122163966
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Nucleotide,"Pyrimidine Metabolism, Orotate containing",orotate,HMDB0000226,C00295,0.0368,0.0449,0.411939563034731,0.0127,0.0388,0.743000758130572
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Nucleotide,"Pyrimidine Metabolism, Orotate containing",orotidine,HMDB0000788,Not available,0.3175,0.0459,4.47530901226e-12,0.2276,0.0427,9.6585805353655e-08
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Nucleotide,"Pyrimidine Metabolism, Thymine containing",3-aminoisobutyrate,HMDB0002166,C05145,0.001,0.045,0.981393208918741,0.0191,0.0394,0.628689775260919
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Nucleotide,"Pyrimidine Metabolism, Thymine containing","5,6-dihydrothymine",HMDB0000079,C00906,0.2344,0.0443,1.21430811184098e-07,0.1268,0.0399,0.00148637125815942
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Nucleotide,"Pyrimidine Metabolism, Uracil containing",2'-deoxyuridine,HMDB0000012,C00526,-0.1487,0.0456,0.001103976457693,-0.1398,0.039,0.000336071704918561
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Nucleotide,"Pyrimidine Metabolism, Uracil containing",2'-O-methyluridine,Not available,Not available,-0.0364,0.0456,0.424623432897306,-0.0193,0.0392,0.621766949799669
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Nucleotide,"Pyrimidine Metabolism, Uracil containing",3-(3-amino-3-carboxypropyl)uridine*,Not available,Not available,0.2926,0.0444,4.286260235631e-11,0.2564,0.0438,4.81477635538852e-09
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Nucleotide,"Pyrimidine Metabolism, Uracil containing",3-ureidopropionate,HMDB0000026,C02642,0.0045,0.046,0.9227189210527,0.0599,0.0401,0.135093981912626
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Nucleotide,"Pyrimidine Metabolism, Uracil containing",5-methyluridine (ribothymidine),HMDB0000884,Not available,-0.1673,0.0455,0.000239330609963728,-0.103,0.0405,0.0110419949408109
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Nucleotide,"Pyrimidine Metabolism, Uracil containing","5,6-dihydrouracil",HMDB0000076,C00429,0.2565,0.0437,4.37291047816757e-09,0.1674,0.0391,1.88797148361619e-05
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Nucleotide,"Pyrimidine Metabolism, Uracil containing","5,6-dihydrouridine",HMDB0000497,Not available,0.209,0.0441,2.1337273987676e-06,0.19,0.0412,4.03327508724516e-06
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Nucleotide,"Pyrimidine Metabolism, Uracil containing",beta-alanine,HMDB0000056,C00099,0.3066,0.044,3.07331937677e-12,0.1624,0.0428,0.000146481273970656
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Nucleotide,"Pyrimidine Metabolism, Uracil containing",N-acetyl-beta-alanine,HMDB0061880,C01073,0.0561,0.0458,0.220444820334142,0.0385,0.0396,0.331153461458525
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Nucleotide,"Pyrimidine Metabolism, Uracil containing",pseudouridine,HMDB0000767,C02067,0.1339,0.0451,0.00296049044718139,0.1752,0.0433,5.22042432093972e-05
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Nucleotide,"Pyrimidine Metabolism, Uracil containing",uracil,HMDB0000300,C00106,-0.1422,0.0457,0.00185731968713365,-0.047,0.0403,0.2426273740574
Interleukin-1 receptor antagonist protein,P18510,IL1RN,Nucleotide,"Pyrimidine Metabolism, Uracil containing",uridine,HMDB0000296,C00299,-0.0263,0.0453,0.561582421178225,-0.0262,0.039,0.501134034272603
Interleukin-1 receptor type 1,P14778,IL1R1,Energy,Oxidative Phosphorylation,phosphate,HMDB0001429,C00009,-0.0255,0.0471,0.588486430165861,-0.0461,0.0476,0.332430452855533
Interleukin-1 receptor type 1,P14778,IL1R1,Energy,TCA Cycle,aconitate [cis or trans],"HMDB0000958,HMDB000072","C004174,C02341",0.0286,0.0449,0.523417444326735,0.0417,0.0473,0.379024085905797
Interleukin-1 receptor type 1,P14778,IL1R1,Energy,TCA Cycle,alpha-ketoglutarate,HMDB0000208,C00026,-0.0448,0.0448,0.317986306046818,-0.0211,0.0461,0.64804782939542
Interleukin-1 receptor type 1,P14778,IL1R1,Energy,TCA Cycle,citraconate/glutaconate,"HMDB0000634,HMDB0000620","C02226,C02214",-0.0528,0.0449,0.23961170182405,-0.0786,0.0454,0.0832344038840909
Interleukin-1 receptor type 1,P14778,IL1R1,Energy,TCA Cycle,citrate,HMDB0000094,C00158,0.089,0.045,0.0480621835813697,0.0813,0.0452,0.0719283678142191
Interleukin-1 receptor type 1,P14778,IL1R1,Energy,TCA Cycle,fumarate,HMDB0000134,C00122,0.0322,0.0449,0.474037793595115,0.0207,0.0453,0.647454325613784
Interleukin-1 receptor type 1,P14778,IL1R1,Energy,TCA Cycle,malate,"HMDB0031518,HMDB0000156,HMDB0000744","C00149,C00711,C00497",0.0271,0.0449,0.546686007927703,0.0125,0.0453,0.782679876650555
Interleukin-1 receptor type 1,P14778,IL1R1,Energy,TCA Cycle,succinate,HMDB0000254,C00042,0.1052,0.0448,0.0189324385114269,0.0952,0.0456,0.0370865985059887
Interleukin-1 receptor type 1,P14778,IL1R1,Energy,TCA Cycle,succinylcarnitine (C4-DC),HMDB0061717,Not available,0.101,0.0473,0.0326581831235244,0.1144,0.0496,0.021219690643228
Interleukin-1 receptor type 1,P14778,IL1R1,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",allantoin,HMDB0000462,"C02348,C01551,C02350",0.061,0.0454,0.17925563396167,0.0553,0.0455,0.223879693412219
Interleukin-1 receptor type 1,P14778,IL1R1,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",hypoxanthine,HMDB0000157,C00262,0.017,0.0455,0.708103225114234,0.0207,0.0452,0.646842036341114
Interleukin-1 receptor type 1,P14778,IL1R1,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",inosine,HMDB0000195,C00294,0.0766,0.046,0.0960028467089069,0.0624,0.0462,0.177039940672759
Interleukin-1 receptor type 1,P14778,IL1R1,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",N1-methylinosine,HMDB0002721,Not available,0.0436,0.0456,0.338259953527827,0.05,0.0498,0.315983737132301
Interleukin-1 receptor type 1,P14778,IL1R1,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",urate,HMDB0000289,C00366,-0.1191,0.0552,0.0309763607127136,-0.1383,0.061,0.0234132118821508
Interleukin-1 receptor type 1,P14778,IL1R1,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",xanthine,HMDB0000292,C00385,0.0228,0.0453,0.614280039077532,0.0476,0.0473,0.313425751090993
Interleukin-1 receptor type 1,P14778,IL1R1,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",xanthosine,HMDB0000299,C01762,0.0398,0.0488,0.414534201822864,0.0229,0.0513,0.655317099723343
Interleukin-1 receptor type 1,P14778,IL1R1,Nucleotide,"Purine Metabolism, Adenine containing",adenine,HMDB0000034,C00147,0.0641,0.0508,0.207104132801226,0.0599,0.0513,0.242630027378842
Interleukin-1 receptor type 1,P14778,IL1R1,Nucleotide,"Purine Metabolism, Adenine containing","adenosine 3',5'-cyclic monophosphate (cAMP)",HMDB0000058,C00575,0.0697,0.0478,0.144854367454228,0.0453,0.0492,0.357094950968378
Interleukin-1 receptor type 1,P14778,IL1R1,Nucleotide,"Purine Metabolism, Adenine containing",adenosine 5'-monophosphate (AMP),HMDB0000045,C00020,0.1014,0.045,0.0242419281270783,0.0991,0.0447,0.026757381809414
Interleukin-1 receptor type 1,P14778,IL1R1,Nucleotide,"Purine Metabolism, Adenine containing",N1-methyladenosine,HMDB0003331,C02494,0.1473,0.0448,0.00101914955325078,0.1623,0.0477,0.000661214788006292
Interleukin-1 receptor type 1,P14778,IL1R1,Nucleotide,"Purine Metabolism, Adenine containing",N6-carbamoylthreonyladenosine,HMDB0041623,Not available,0.1535,0.045,0.000640252123130791,0.1772,0.0518,0.00062532557140571
Interleukin-1 receptor type 1,P14778,IL1R1,Nucleotide,"Purine Metabolism, Adenine containing",N6-methyladenosine,HMDB0004044,Not available,0.1252,0.0458,0.0063173671393324,0.1198,0.0466,0.0102164056248228
Interleukin-1 receptor type 1,P14778,IL1R1,Nucleotide,"Purine Metabolism, Adenine containing",N6-succinyladenosine,HMDB0000912,Not available,0.02,0.049,0.682886396422689,-0.0167,0.0516,0.745785565307529
